ID,PersonNumber,PersonIdCode,LastName,FirstName,GenderAsString
790,790,2231,Reichmuth,Xaver,m
791,791,2238,Schönenberger,Jakob,m
792,792,2246,Zumbühl,Norbert,m
793,793,2249,Antille,Rosemarie,f
797,797,2564,Donzé,Walter,m
801,801,2565,Abate,Fabio,m
804,804,2567,Metzler-Arnold,Ruth,f
805,805,2568,Lauri,Hans,m
806,806,2569,Graf,Maya,f
809,809,2570,Wirz-von Planta,Christine,f
817,817,2571,Imfeld,Adriano,m
820,820,2572,Schibli,Ernst,m
823,823,2573,Bruderer Wyss,Pascale,f
824,824,2574,Salvi,Pierre,m
825,825,2575,Germann,Hannes,m
826,826,2576,Huber-Hotz,Annemarie,f
827,827,2577,Calmy-Rey,Micheline,f
830,830,NA,Wallimann-Bornatico,Mariangela,f
831,831,2581,Casanova,Achille,m
832,832,2582,Muralt Müller,Hanna,f
1039,1039,NA,Steiner,Hans,m
1059,1059,2578,Brun,Franz,m
1065,1065,2579,Leuenberger,Ueli,m
1071,1071,2580,Humbel,Ruth,f
1103,1103,2602,Huber,Gabi,f
1104,1104,2588,Büchler,Jakob,m
1105,1105,2586,Bignasca,Attilio,m
1106,1106,2600,Häberli-Koller,Brigitte,f
1107,1107,2639,Amgwerd,Madeleine,f
1108,1108,2621,Parmelin,Guy,m
1109,1109,2623,Pfister,Gerhard,m
1110,1110,2635,Vischer,Daniel,m
1111,1111,2618,Müri,Felix,m
1112,1112,2615,Müller,Geri,m
1113,1113,2612,Leutenegger,Filippo,m
1114,1114,2609,Kleiner,Marianne,f
1115,1115,2626,Reymond,André,m
1116,1116,2589,Burkhalter,Didier,m
1117,1117,2598,Germanier,Jean-René,m
1118,1118,2606,Ineichen,Otto,m
1119,1119,2627,Rime,Jean-François,m
1120,1120,2632,Sommaruga,Carlo,m
1121,1121,2604,Hutter-Hutter,Jasmin,f
1122,1122,2594,Fluri,Kurt,m
1123,1123,2634,Veillon,Pierre-François,m
1124,1124,2593,de Buman,Dominique,m
1125,1125,2597,Galladé,Chantal,f
1126,1126,2605,Hutter,Markus,m
1127,1127,2595,Freysinger,Oskar,m
1128,1128,2636,Wäfler,Markus,m
1129,1129,2630,Schenker,Silvia,f
1130,1130,2637,Wehrli,Reto,m
1131,1131,2583,Allemann,Evi,f
1132,1132,2625,Rey,Jean-Noël,m
1133,1133,2592,Darbellay,Christophe,m
1134,1134,2624,Recordon,Luc,m
1135,1135,2584,Amstutz,Adrian,m
1136,1136,2607,Jermann,Walter,m
1137,1137,2617,Müller,Walter,m
1138,1138,2585,Bäumle,Martin,m
1139,1139,2614,Markwalder,Christa,f
1140,1140,2628,Sadis,Laura,f
1141,1141,2616,Müller,Philipp,m
1142,1142,2638,Wobmann,Walter,m
1143,1143,2590,Cathomas,Sep,m
1144,1144,2587,Brunschwig Graf,Martine,f
1145,1145,2622,Perrin,Yvan,m
1146,1146,2603,Huguenin,Marianne,f
1147,1147,2608,Kiener Nellen,Margret,f
1148,1148,2629,Savary,Géraldine,f
1149,1149,2640,Schwaller,Urs,m
1150,1150,2613,Levrat,Christian,m
1151,1151,2599,Gyr-Steiner,Josy,f
1152,1152,2591,Daguet,André,m
1153,1153,2619,Noser,Ruedi,m
1154,1154,2610,Kohler,Pierre,m
1155,1155,2596,Frösch,Therese,f
1156,1156,2601,Heim,Bea,f
1157,1157,2620,Pagan,Jacques,m
1158,1158,2611,Lang,Josef,m
1159,1159,2631,Schwander,Pirmin,m
1160,1160,2633,Vanek,Pierre,m
1161,1161,2642,Berset,Alain,m
1162,1162,2641,Kuprecht,Alex,m
1163,1163,2643,Ory,Gisèle,f
1172,1172,NA,Aebischer,Max,m
1173,1173,NA,Amstad,Eduard,m
1174,1174,NA,Aubert,Pierre,m
1175,1175,NA,Babel,Jean,m
1176,1176,NA,Bachmann,Karl,m
1177,1177,NA,Baudère,Raymond,m
1178,1178,NA,Bächtold,Kurt,m
1179,1179,NA,Besuchet,Roger,m
1180,1180,NA,Breny,Georges,m
1181,1181,NA,Carruzzo,Félix,m
1183,1183,NA,Condrau,Gion,m
1184,1184,NA,Copt,Aloys,m
1185,1185,NA,Corbat,Fernand,m
1186,1186,NA,Dillier,Jost,m
1187,1187,NA,Ducret,Robert,m
1188,1188,NA,Duvanel,Pierre,m
1189,1189,NA,Egli,Joseph,m
1190,1190,NA,Egli,Alphons,m
1191,1191,NA,Felber,René,m
1192,1192,NA,Fischer,Josef,m
1193,1193,NA,Flepp,Leonhard,m
1194,1194,NA,Fontanet,Guy,m
1195,1195,NA,Fraefel,Thomas,m
1196,1196,NA,Franzoni,Enrico,m
1197,1197,NA,Frey,Tilo,f
1198,1198,NA,Frick,Simon,m
1199,1199,NA,Friedrich,Rudolf,m
1200,1200,NA,Furgler,Kurt,m
1202,1202,NA,Gehler,Paul,m
1203,1203,NA,Girardin,Lise,f
1204,1204,NA,Götsch,Ulrich,m
1205,1205,NA,Grolimund,Josef,m
1206,1206,NA,Grosjean,Carlos,m
1207,1207,NA,Harder,Josef,m
1208,1208,NA,Heimann,Albin,m
1209,1209,NA,Hofer,Walther,m
1210,1210,NA,Hummler,Alfred,m
1211,1211,NA,Hungerbühler,Traugott,m
1212,1212,NA,Jaggi,Ernst,m
1213,1213,NA,Jauslin,Werner,m
1214,1214,NA,König,Bernhard,m
1215,1215,NA,Kuhn,Niklaus,m
1216,1216,NA,Lardelli,Elisabeth,f
1217,1217,NA,Mayer,Oscar,m
1218,1218,NA,Meier,Fritz,m
1219,1219,NA,Meyer,Hans Rudolf,m
1220,1220,NA,Morier-Genoud,Jacques,m
1221,1221,NA,Moser,Robert,m
1222,1222,NA,Muff,Erwin,m
1223,1223,NA,Mugny,Roger,m
1224,1224,NA,Müller,Andreas,m
1225,1225,NA,Naegeli,Wilfried,m
1226,1226,2000,Nanchen,Gabrielle,f
1227,1227,NA,Pagani,Gian Mario,m
1228,1228,NA,Péquignot,Maurice,m
1229,1229,NA,Primborgne,Charles,m
1230,1230,NA,Richter,Yann,m
1231,1231,NA,Sahlfeld-Singer,Hanna,f
1232,1232,NA,Sandoz,André,m
1233,1233,2644,Rutschmann,Hans,m
1234,1234,NA,Sauser,Willy,m
1235,1235,NA,Schaffer,Emil,m
1236,1236,NA,Schaffner,Hans,m
1237,1237,NA,Schär,Meinrad,m
1238,1238,NA,Schlumpf,Leon,m
1239,1239,NA,Schmid,Arthur,m
1240,1240,NA,Schnyder,Heinrich,m
1241,1241,NA,Schnyder,Karl,m
1242,1242,NA,Schutz,Jakob,m
1243,1243,NA,Sigrist,Albert,m
1244,1244,NA,Stadelmann,Hans,m
1245,1245,NA,Stadler,Anton,m
1247,1247,NA,Stähli,Roland,m
1248,1248,NA,Suter,Rudolf,m
1249,1249,NA,Tenchio,Ettore,m
1250,1250,NA,Trottmann,Karl,m
1251,1251,NA,Ulrich-Vögtlin,Ursula,f
1252,1252,NA,Vincenz,Gion Clau,m
1253,1253,NA,Weber,Alfred,m
1254,1254,NA,Wicky,Nelly,f
1255,1255,NA,Wyer,Hans,m
1256,1256,2645,Altherr,Hans,m
1257,1257,9301,Couchepin,François,m
1267,1267,2647,Stöckli,Hans,m
1272,1272,NA,de Bourgknecht,Jean-François,m
1273,1273,NA,Blum,Andreas,m
1279,1279,2648,Nordmann,Roger,m
1288,1288,2646,Amherd,Viola,f
1289,1289,2649,Barthassat,Luc,m
1293,1293,2650,John-Calame,Francine,f
1294,1294,2651,Füglistaller,Lieni,m
1295,1295,2652,Graf-Litscher,Edith,f
1309,1309,NA,Sigg,Oswald,m
1310,1310,2731,Casanova,Corina,f
1314,1314,2653,Bonhôte,Pierre,m
1318,1318,2654,Schelbert,Louis,m
1321,1321,2655,Bernhardsgrütter,Urs,m
1336,1336,2656,Zemp,Markus,m
1337,1337,2657,Glanzmann-Hunkeler,Ida,f
1338,1338,2658,Zeller,Andreas,m
1343,1343,2659,Hany,Urs,m
1344,1344,2662,Schweizer,Urs,m
1345,1345,2661,Müller,Thomas,m
1346,1346,2660,Moret,Isabelle,f
1352,1352,2663,Michel,Jürg,m
1353,1353,NA,a Marca,Giuseppe,m
1354,1354,NA,Ab Yberg,Alois,m
1355,1355,NA,Abegg,Alfred,m
1356,1356,NA,Abegg,Johann Jakob,m
1357,1357,NA,Abt,H. Roman,m
1358,1358,NA,Abt,Heinrich E.,m
1359,1359,NA,Ackermann,Alfred,m
1360,1360,NA,Ackermann,Joseph,m
1361,1361,NA,Ackermann,Walter,m
1362,1362,NA,Acklin,Peter,m
1363,1363,NA,Adam,Jakob Josef,m
1364,1364,NA,Addor,Jules-Henri,m
1365,1365,NA,Ador,Gustave,m
1366,1366,NA,Aebersold,Ernst,m
1367,1367,NA,Aebischer,Paul,m
1368,1368,NA,Aeby,Paul,m
1369,1369,NA,Aeby,Pierre,m
1370,1370,NA,Aepli,A. Otto,m
1371,1371,NA,Aepli,Arnold Otto,m
1372,1372,NA,Aeschbach,Adolf,m
1373,1373,NA,Aeschbacher,Ferdinand,m
1374,1374,NA,Affolter,Amanz Kaspar,m
1375,1375,NA,Affolter,Hans,m
1376,1376,NA,Agostinetti,Emilio,m
1377,1377,NA,Agustoni,Mario,m
1378,1378,NA,Airoldi,Giovanni,m
1379,1379,NA,Albrecht,August,m
1380,1380,NA,Albrecht,H. Jakob,m
1381,1381,NA,Albrecht,Hans,m
1382,1382,NA,Albrecht,Jakob,m
1383,1383,NA,Albrecht,Luigi,m
1384,1384,NA,Albrici,Prospero,m
1385,1385,NA,Allemann,Werner,m
1386,1386,NA,Allet,Alexis,m
1387,1387,NA,Allgöwer,Walter,m
1388,1388,NA,Allgöwer,Werner,m
1389,1389,NA,Alméras,Alexandre Félix,m
1390,1390,NA,Altherr,Gustav,m
1391,1391,NA,Altherr,Hermann,m
1392,1392,NA,Altwegg,Johannes,m
1393,1393,NA,Altwegg,Paul,m
1394,1394,NA,Amacker,Antoine-Joseph,m
1395,1395,NA,Amberg,Johann,m
1396,1396,NA,Ambühl,Johann Ulrich,m
1397,1397,NA,Ammann,Johann Heinrich,m
1398,1398,NA,Ammann,Johann-Kaspar,m
1399,1399,NA,Ammann,P. Albert,m
1400,1400,NA,Amsler,Johann Jakob,m
1401,1401,NA,Amsler,Johann-Rudolf,m
1402,1402,NA,Amstad,Joh. Josef M.,m
1403,1403,NA,Amstalden,Walter,m
1404,1404,NA,Ancrenaz,Jean-Louis,m
1405,1405,NA,Anderegg,Emil,m
1406,1406,NA,Anderegg,Georg Friedrich,m
1407,1407,NA,Anderegg,Johann Georg,m
1408,1408,NA,Andermatt,Josef,m
1409,1409,NA,Anderwert,Jos. Fridolin,m
1410,1410,NA,André,Paul,m
1411,1411,NA,Andres,Paul,m
1412,1412,NA,Anet,Henri,m
1413,1413,NA,Anliker,Ernst,m
1414,1414,NA,Antognini,Antonio,m
1415,1415,NA,Antognini,Francesco,m
1416,1416,NA,Antognini,Secondo-Vittorio,m
1417,1417,NA,Arni,Willy,m
1418,1418,NA,Arnold,Eduard,m
1419,1419,NA,Arnold,Emil,m
1420,1420,NA,Arnold,Franz,m
1421,1421,NA,Arnold,Josef,m
1422,1422,NA,Arnold,Max,m
1423,1423,NA,Arpagaus,Johann Bartholome,m
1424,1424,NA,Ast,Adolf,m
1425,1425,NA,Aubert,F.-Alfred-J.,m
1426,1426,NA,Aubert,Théodore,m
1427,1427,NA,Aubry,Pierre-Ignace,m
1428,1428,NA,Auf der Mauer,F. Xaver J. K.,m
1429,1429,NA,Auf der Maur,Dominik,m
1430,1430,NA,Auroi,André,m
1431,1431,NA,Baader,Johann Jakob,m
1432,1432,NA,Bach,Johannes,m
1433,1433,NA,Bachelard,David E.,m
1434,1434,NA,Bachmann,Arthur,m
1435,1435,NA,Bachmann,Ernst,m
1436,1436,NA,Bachmann,Gottlieb,m
1437,1437,NA,Bachmann,Jakob H.,m
1438,1438,NA,Bächtold,Jakob,m
1439,1439,NA,Badoud,François-X.,m
1440,1440,NA,Badoux,Henri,m
1441,1441,NA,Bähler,Traugott-Philipp Eduard,m
1442,1442,NA,Baldinger,Emil A.,m
1443,1443,NA,Baldinger,Karl L.,m
1444,1444,NA,Baldinger,Wilhelm K.,m
1445,1445,NA,Balestra,Luigi A.,m
1446,1446,NA,Balli,Francesco,m
1447,1447,NA,Balli,Valentino Alessandro,m
1448,1448,NA,Ballmoos,Walter,m
1449,1449,NA,Bally,Carl Franz,m
1450,1450,NA,Bally,Eduard,m
1451,1451,NA,Bally,Iwan,m
1452,1452,NA,Balmer,Josef Anton,m
1453,1453,NA,Balmer,Peter,m
1454,1454,NA,Bangerter,Gottfried,m
1455,1455,NA,Barben,Ernst,m
1456,1456,NA,Barlatey,Cyprien,m
1457,1457,NA,Bärlocher,Remigius,m
1458,1458,NA,Barman,Louis-G.,m
1459,1459,NA,Barman,Maurice,m
1460,1460,NA,Barman,Pierre,m
1461,1461,NA,Barrelet,Jean-Louis,m
1462,1462,NA,Bärtschi,Ernst,m
1463,1463,NA,Battaglini,Antonio,m
1464,1464,NA,Battaglini,Carlo,m
1465,1465,NA,Baud,Charles-H.-A.,m
1466,1466,NA,Baudat,Maurice,m
1467,1467,NA,Bauder,Robert,m
1468,1468,NA,Bauer,Albert,m
1469,1469,NA,Baumann,Heinrich,m
1470,1470,NA,Baumann,Jakob,m
1471,1471,NA,Baumann,Johann Kaspar,m
1472,1472,NA,Baumann,Johann Ulrich,m
1473,1473,NA,Baumann,Johannes,m
1474,1474,NA,Baumann,Rudolf,m
1475,1475,NA,Baumann,Walter,m
1476,1476,NA,Baumberger,Georg,m
1477,1477,NA,Baumgartner,Alfred,m
1478,1478,NA,Baumgartner,Bonaventura,m
1479,1479,NA,Baumgartner,David,m
1480,1480,NA,Baumgartner,Emil,m
1481,1481,NA,Baumgartner,Franz,m
1482,1482,NA,Baumgartner,Gallus Jakob,m
1483,1483,NA,Bavier,Johann Baptist,m
1484,1484,NA,Bavier,Simeon,m
1485,1485,NA,Beck,Carl,m
1486,1486,NA,Beck,Franz Xaver,m
1487,1487,NA,Beck,Fritz,m
1488,1488,NA,Beck,Marcel,m
1489,1489,NA,Béguin,Ernest,m
1490,1490,NA,Béguin,Louis,m
1491,1491,NA,Belmont,Albert,m
1492,1492,NA,Benninger,Peter,m
1493,1493,NA,Benz,Rudolf,m
1494,1494,NA,Benziger,Josef Karl,m
1495,1495,NA,Benziger,Nikolaus,m
1496,1496,NA,Berchtold,Heinrich,m
1497,1497,NA,Berchtold,Jean N.-E.,m
1498,1498,NA,Berdez,Louis-F.-J.-M.,m
1499,1499,NA,Berger,Claude,m
1500,1500,NA,Berger,Fritz,m
1501,1501,NA,Berger,Gallus,m
1502,1502,NA,Berger,Gottlieb,m
1503,1503,NA,Berger,Hermann,m
1504,1504,NA,Berger,Philippe-Henri,m
1505,1505,NA,Berlinger,Johann Georg,m
1506,1506,NA,Bernasconi,Cesare,m
1507,1507,NA,Bernasconi,Costantino,m
1508,1508,NA,Bernet,Friedrich,m
1509,1509,NA,Berney,John (Jean-M.-E.),m
1510,1510,NA,Bernhard,Hans,m
1511,1511,NA,Bernold,Joseph Leonhard,m
1512,1512,NA,Bernoulli,Hans,m
1513,1513,NA,Beroldingen,Sebastiano,m
1514,1514,NA,Bersier,Henri,m
1515,1515,NA,Bertholet,Raymond,m
1516,1516,NA,Berthoud,Fritz,m
1517,1517,NA,Berthoud,Henri,m
1518,1518,NA,Berthoud,Jean Ed.,m
1519,1519,NA,Bertoni,Ambrogio,m
1520,1520,NA,Bertoni,Brenno,m
1521,1521,NA,Bertschinger,Carl,m
1522,1522,NA,Bertschinger,F. Theodor,m
1523,1523,NA,Besson,François,m
1524,1524,NA,Bettex,Gustave-François,m
1525,1525,NA,Bettex,J.-François,m
1526,1526,NA,Bezzola,Andreas,m
1527,1527,NA,Bider,Martin,m
1528,1528,NA,Bieder,Daniel,m
1529,1529,NA,Bienz,Otto,m
1530,1530,NA,Bieri,Ernst,m
1531,1531,NA,Bigler,Franz,m
1532,1532,NA,Bigler,Fritz,m
1533,1533,NA,Bill,Max,m
1534,1534,NA,Billeter,Robert,m
1535,1535,NA,Billieux,Paul,m
1536,1536,NA,Binder,Eberhard A.,m
1537,1537,NA,Bioley,Henri,m
1538,1538,NA,Bircher,Ernst,m
1539,1539,NA,Bircher,Eugen,m
1540,1540,NA,Bircher,Franklin,m
1541,1541,NA,Birmann,Martin,m
1542,1542,NA,Biroll,Johann-Jakob,m
1543,1543,NA,Birrer,Julius,m
1544,1544,NA,Bischoff,Achilles,m
1545,1545,NA,Bischoff,Emil,m
1546,1546,NA,Bissegger,Joh. Walter,m
1547,1547,NA,Bitzius,B. Albert,m
1548,1548,NA,Blanc,Edmond,m
1549,1549,NA,Blanchenay,Louis,m
1550,1550,NA,Blaser,Adolf,m
1551,1551,NA,Blaser,Hans,m
1552,1552,NA,Bläsi,Josef,m
1553,1553,NA,Blatti,Fritz,m
1554,1554,NA,Blattner,Karl,m
1555,1555,NA,Bleuler,Salomon,m
1556,1556,NA,Blösch,Eduard Eugen,m
1557,1557,NA,Blumer,Eduard,m
1558,1558,NA,Blumer,Johann Jakob,m
1559,1559,NA,Blumer,Johannes,m
1560,1560,NA,Blumer,Leonhard,m
1561,1561,NA,Blumer,Othmar,m
1562,1562,NA,Bochatay,Armand,m
1563,1563,NA,Bodenheimer,Constant,m
1564,1564,NA,Bodenmann,Hermann,m
1565,1565,NA,Bodenmann,Marino,m
1566,1566,NA,Boéchat,Emile,m
1567,1567,NA,Boerlin,Ernst,m
1568,1568,NA,Boeschenstein,Johann Georg,m
1569,1569,NA,Boffa,Amedeo,m
1570,1570,NA,Böhi,Albert,m
1571,1571,NA,Boiceau,Charles M. S.,m
1572,1572,NA,Boinay,Joseph-Auguste,m
1573,1573,NA,Boivin,Abraham,m
1574,1574,NA,Bolla,Arnaldo Luigi,m
1575,1575,NA,Bolla,Cesare,m
1576,1576,NA,Bolla,Ferruccio,m
1577,1577,NA,Bolla,Luigi,m
1578,1578,NA,Bolla,Plinio,m
1579,1579,NA,Bolle,Arnold,m
1580,1580,NA,Boller,Johann Heinrich,m
1581,1581,NA,Bolli,Beat Heinrich,m
1582,1582,NA,Bollier,H. Rudolf,m
1583,1583,NA,Bommer,Alois,m
1584,1584,NA,Bonard,M.-Benjamin,m
1585,1585,NA,Bondallaz,F. Xavier,m
1586,1586,NA,Boner,Adolf,m
1587,1587,NA,Bonhôte,S. A. Eugène,m
1588,1588,NA,Bonjour,Félix,m
1589,1589,NA,Bonjour,J.-F.-Louis,m
1590,1590,NA,Bonnet,Gabriel,m
1591,1591,NA,Bonnet,Marc-Joseph,m
1592,1592,NA,Bontems,Charles-P.-E.,m
1593,1593,NA,Bonvin,Roger,m
1594,1594,NA,Bonzanigo,Filippo,m
1595,1595,NA,Bonzanigo,Rocco,m
1596,1596,NA,Bopp,Friedrich,m
1597,1597,NA,Bordoni,Rodolfo,m
1598,1598,NA,Borel,Alfred,m
1599,1599,NA,Borel,Georges,m
1600,1600,NA,Borel,Paul,m
1601,1601,NA,Borel,Victor Eugène,m
1602,1602,NA,Borella,Achille,m
1603,1603,NA,Borella,Achille,m
1604,1604,NA,Borella,Francesco-Nino,m
1605,1605,NA,Born,Albert Friedrich,m
1606,1606,NA,Bornand,Justin,m
1607,1607,NA,Bory,Alphonse,m
1608,1608,NA,Bösch,Emil,m
1609,1609,NA,Bösch,Johann Jakob,m
1610,1610,NA,Boschung,Franz,m
1611,1611,NA,Bossard,Georg,m
1612,1612,NA,Bossard,Johann Konrad,m
1613,1613,NA,Bosset,Frédéric  Gérard,m
1614,1614,NA,Bosset,Norbert,m
1615,1615,NA,Bosshard,Heinrich,m
1616,1616,NA,Bossi,Antonio,m
1617,1617,NA,Bossi,Bixio,m
1618,1618,NA,Bossi,Emilio,m
1619,1619,NA,Bossi,Johann,m
1620,1620,NA,Bossy,Alois,m
1621,1621,NA,Bourgeois,Emmanuel-David,m
1622,1622,NA,Bourgknecht,Jean,m
1623,1623,NA,Braillard,"Jean Ch., dit John",m
1624,1624,NA,Bräm,Heinrich,m
1625,1625,NA,Bräm,Walter,m
1626,1626,NA,Brand,Hermann,m
1627,1627,NA,Brändli,Benjamin,m
1628,1628,NA,Brändli,Heinrich,m
1629,1629,NA,Brandt,Louis H.,m
1630,1630,NA,Brandt,Paul J.,m
1631,1631,NA,Bratschi,Peter,m
1632,1632,NA,Bratschi,Robert,m
1633,1633,NA,Braun,Karl,m
1634,1634,NA,Brawand,Marcel,m
1635,1635,NA,Brawand,Samuel,m
1636,1636,NA,Brechbühl,Fritz,m
1637,1637,NA,Bredaz,Robert,m
1638,1638,NA,Breitenmoser,Albin,m
1639,1639,NA,Brenner,Ernst,m
1640,1640,NA,Brennwald,Jakob,m
1641,1641,NA,Bretscher,Otto,m
1642,1642,NA,Bretscher,Willy,m
1643,1643,NA,Briatte,François,m
1644,1644,NA,Bridel,Georges,m
1645,1645,NA,Briner,Jean,m
1646,1646,NA,Bringolf,Richard,m
1647,1647,NA,Bringolf,Walther,m
1648,1648,NA,Brochon,Albert,m
1649,1649,NA,Brodbeck,Paul,m
1650,1650,NA,Brodtbeck,Karl Adolf,m
1651,1651,NA,Broger,Johann Baptist Albert,m
1652,1652,NA,Broger,Jos. Alois,m
1653,1653,NA,Broger,Raymond,m
1654,1654,NA,Brogle,Theodor,m
1655,1655,NA,Brosi,Albert,m
1656,1656,NA,Brosi,Georg,m
1657,1657,NA,Brosi,Joh. Rudolf,m
1658,1658,NA,Bruderer,Jakob,m
1659,1659,NA,Brügger,Anton,m
1660,1660,NA,Brugger,Ernst,m
1661,1661,NA,Brügger,Friedrich,m
1662,1662,NA,Bruggisser,Anton,m
1663,1663,NA,Bruggisser,Peter J.,m
1664,1664,NA,Bruggmann,Paul,m
1665,1665,NA,Bruhin,Armin,m
1666,1666,NA,Brun,Jules,m
1667,1667,NA,Bruni,Ernesto,m
1668,1668,NA,Bruni,Germano,m
1669,1669,NA,Brunner,Andreas C.,m
1670,1670,NA,Brunner,Benjamin J.,m
1671,1671,NA,Brunner,J. R. Friedrich,m
1672,1672,NA,Brunner,Max,m
1673,1673,NA,Brunner,Rudolf,m
1674,1674,NA,Brüstlein,Alfred,m
1675,1675,NA,Bucher,Adolf,m
1676,1676,NA,Bucher,Alexander,m
1677,1677,NA,Bucher,Franz,m
1678,1678,NA,Bucher,Johann Jakob,m
1679,1679,NA,Bucher,Josef Joh.,m
1680,1680,NA,Bucher,Kurt,m
1681,1681,NA,Bucher,Rudolf,m
1682,1682,NA,Büchi,Alfred,m
1683,1683,NA,Büchi,Traugott,m
1684,1684,NA,Büeler,Jos. Anton G.,m
1685,1685,NA,Büeler,Jos. Ferd. Anton,m
1686,1686,NA,Bugnon,Eugène J.,m
1687,1687,NA,Bühler,Arnold Gottlieb,m
1688,1688,NA,Bühler,Christian,m
1689,1689,NA,Bühler,Gottlieb,m
1690,1690,NA,Bühler,Joh. Heinrich,m
1691,1691,NA,Bühler,Josef,m
1692,1692,NA,Bühler,Josef Sigm.,m
1693,1693,NA,Bühler,Michael,m
1694,1694,NA,Bühler,Peter Theophil,m
1695,1695,NA,Bühler,René,m
1696,1696,NA,Bühler,Robert,m
1697,1697,NA,Bühler,Rolf Theodor,m
1698,1698,NA,Bühlmann,Fritz E.,m
1699,1699,NA,Bühlmann,Gottlieb Rud.,m
1700,1700,NA,Bührer,Julius,m
1701,1701,NA,Bujard,Maurice,m
1702,1702,NA,Bünter,Josef A. Maria,m
1703,1703,NA,Bünzli(y),Franz,m
1704,1704,NA,Buomberger,Emil,m
1705,1705,NA,Burckhardt,Carl Christoph,m
1706,1706,NA,Burckhardt,Karl,m
1707,1707,NA,Burgdorfer,Paul,m
1708,1708,NA,Burger,Otto,m
1709,1709,NA,Bürgi,Friedrich,m
1710,1710,NA,Bürgi,Konrad,m
1711,1711,NA,Bürgi-Gretener,Josef,m
1712,1712,NA,Buri,Dewet,m
1713,1713,NA,Buri,Friedrich,m
1714,1714,NA,Burkhalter,Ulrich,m
1715,1715,NA,Burkhard,Diethelm,m
1716,1716,NA,Bürki,Ernst,m
1717,1717,NA,Burki,Jonas,m
1718,1718,NA,Burki,Josef,m
1719,1719,NA,Bürkli,Arnold,m
1720,1720,NA,Burklin,Charles,m
1721,1721,NA,Bürli,Friedrich Jos.,m
1722,1722,NA,Burnand,Charles,m
1723,1723,NA,Burren,Fritz,m
1724,1724,NA,Burren,Hans,m
1725,1725,NA,Burri,Ignaz,m
1726,1726,NA,Burrus,Henry,m
1727,1727,NA,Buser,Jakob,m
1728,1728,NA,Bussard,J.-F.-Marcelin,m
1729,1729,NA,Bussey,Alfred,m
1730,1730,NA,Bussinger,Johann,m
1731,1731,NA,Bustelli,Guido,m
1732,1732,NA,Bütikofer,Ernest,m
1733,1733,NA,Bützberger,Johann,m
1734,1734,NA,Cadruvi,Donat,m
1735,1735,NA,Caflisch,Johann Anton,m
1736,1736,NA,Caflisch,Johann Bartholome,m
1737,1737,NA,Cailler,Alexandre-François-Louis,m
1738,1738,NA,Calame,André,m
1739,1739,NA,Calame,Henri W.,m
1740,1740,NA,Calame,Jules Aug.,m
1741,1741,NA,Calonder,Felix Ludw.,m
1742,1742,NA,Cambessedès,Emile,m
1743,1743,NA,Camperio,Philippe,m
1744,1744,NA,Campiche,Ami-A.,m
1745,1745,NA,Camuzzi,Demetrio,m
1746,1746,NA,Canevascini,Guglielmo,m
1747,1747,NA,Canonica,Ezio,m
1748,1748,NA,Canova,Gaudenz,m
1749,1749,NA,Capponi,Daniele,m
1750,1750,NA,Cardinaux,Louis,m
1751,1751,NA,Carlin,P. A. Edouard,m
1752,1752,NA,Carnat,Germain-Joseph,m
1753,1753,NA,Caroni,Arrigo,m
1754,1754,NA,Carron,Henri,m
1755,1755,NA,Carteret,Antoine,m
1756,1756,NA,Casparis,Johann Anton jun.,m
1757,1757,NA,Casparis,Johann Anton sen.,m
1758,1758,NA,Castella,André,m
1759,1759,NA,Castoldi,Jean-Jacques,m
1760,1760,NA,Cattori,Giuseppe,m
1761,1761,NA,Cavat,Jean-F.,m
1762,1762,NA,Celio,Enrico,m
1763,1763,NA,Celio,Nello,m
1764,1764,NA,Censi,Carlo,m
1765,1765,NA,Censi,Emilio,m
1766,1766,NA,Ceppi,Joseph,m
1767,1767,NA,Cérésole,Paul-J.,m
1768,1768,NA,Challandes,Aimé,m
1769,1769,NA,Challet-Venel,Jean-Jacques,m
1770,1770,NA,Chalumeau,Charles-L.,m
1771,1771,NA,Chamorel,Jacques,m
1772,1772,NA,Chamorel,Louis,m
1773,1773,NA,Chaney,Fr. Laurent,m
1774,1774,NA,Chappaz,Achille,m
1775,1775,NA,Chappelet,Maurice,m
1776,1776,NA,Chappex,Joseph,m
1777,1777,NA,Charbonnet,Victor-Marc,m
1778,1778,NA,Charles,Hubert,m
1779,1779,NA,Charmillot,Paul,m
1780,1780,NA,Charrière,Louis,m
1781,1781,NA,Chassot,Charles,m
1782,1782,NA,Chatoney,Karl-Fr.,m
1783,1783,NA,Chaudet,Paul,m
1784,1784,NA,Chausson,Frédéric,m
1785,1785,NA,Chausson,Louis,m
1786,1786,NA,Chavanne,André,m
1787,1787,NA,Chenaux,Henri,m
1788,1788,NA,Chenevière,Arthur,m
1789,1789,NA,Cherix,Edouard,m
1790,1790,NA,Chevallaz,Georges-André,m
1791,1791,NA,Chevalley,Samuel,m
1792,1792,NA,Chicherio,Alfonso,m
1793,1793,NA,Choisy,Eric,m
1794,1794,NA,Choquard,Fr.-Joseph,m
1795,1795,NA,Christen,Josef Fidel,m
1796,1796,NA,Christen,Werner,m
1797,1797,NA,Chuard,Ernest-L.,m
1798,1798,NA,Ciani,Giacomo,m
1799,1799,NA,Claivaz,Maurice,m
